ds,pt,m,rank,q0,q1,q2,q3,q4
flight,moead,Effort-,1,11.3056961459357,23.1561793307231,40.2440858829049,55.6451230622093,191.129605151203
flight,Random1024,Effort-,1,4.7091579240425,14.8861757715615,44.0773764150581,57.2081055557999,91.8987565673539
flight,nsga-ii,Effort-,2,10.343933200403,26.2739092731035,58.5506995826324,80.5095816093789,173.49619035562
flight,Random300,Effort-,3,7.05130090678165,26.6229522052375,66.4235423536244,99.7332856408649,261.039922625934
flight,tpe,Effort-,4,15.1291398645021,57.407023036731,89.9665366941482,130.417607333994,243.276869799881
flight,random,Effort-,5,6.49385149684326,50.6683950126742,148.168785765124,226.005152022053,876.786146902592
flight,sway,Effort-,6,13.8113576737909,133.465880668845,202.820344016787,504.025859922804,1032.81859315262
flight,Random300,Months-,1,6.86909504282378,9.01475463764335,10.6713468735769,15.1446307756339,20.9735060636284
flight,moead,Months-,1,7.8314095115491,8.73992580922469,10.9005123678507,13.5236021343495,18.5059674355838
flight,Random1024,Months-,1,4.86640741616807,10.449006438354,11.4012600993324,12.3225079827402,16.8982312321836
flight,nsga-ii,Months-,1,6.68472927942909,9.93944385376986,11.6611140032865,13.1864889149444,17.9111564820796
flight,nsga-iii,Months-,2,6.57025480225971,10.3184985707676,12.0894479892485,13.4815535730782,15.8669564829786
flight,tpe,Months-,3,6.97965655693308,12.6847700502112,13.4341827679442,15.0989341064484,19.6809360242565
flight,random,Months-,4,5.45335757112651,13.309278264419,16.8979129033258,21.4226411448743,25.9804437241719
flight,sway,Months-,5,9.02323972241956,12.2917897169368,18.7186353190718,24.9090837121702,33.2086823578857
flight,tpe,Risks-,1,0.0,0.0,0.0,0.536193029490617,1.07238605898123
flight,nsga-iii,Risks-,1,0.0,0.0,0.0,0.536193029490617,0.536193029490617
flight,Random1024,Risks-,2,0.0,0.0,0.0,0.536193029490617,1.07238605898123
flight,nsga-ii,Risks-,2,0.0,0.0,0.268096514745308,0.536193029490617,1.60857908847185
flight,moead,Risks-,3,0.0,0.0,0.268096514745308,0.804289544235925,1.34048257372654
flight,random,Risks-,4,0.0,0.0,0.536193029490617,1.07238605898123,2.41286863270777
flight,sway,Risks-,5,0.0,0.268096514745308,1.07238605898123,2.14477211796247,2.68096514745308
flight,Random300,Risks-,5,0.0,0.536193029490617,1.07238605898123,1.34048257372654,2.41286863270777
ground,moead,Defects-,1,8.74547467624901,54.8994671340506,94.3968794935928,264.591191968394,583.741936086768
ground,Random1024,Defects-,1,25.7496926055756,49.6568245970101,97.6299039997208,188.369795721675,661.705307041379
ground,nsga-iii,Defects-,2,24.9451248195448,57.9902370685972,118.724899593127,443.987477528134,2220.57440832722
ground,nsga-ii,Defects-,3,17.7211469352449,45.5858862310011,174.456995448341,666.514361671204,2103.15936403867
ground,tpe,Defects-,4,38.483132265844,110.598858600707,201.314066159653,479.673546029365,1235.13490331226
ground,Random300,Defects-,4,38.2668632839333,110.913524322531,203.017411708402,463.282768004442,1363.95752598654
ground,random,Defects-,5,42.5808571734613,187.869898513663,464.136907268477,788.757885234606,2286.32879397337
ground,sway,Defects-,6,45.3940937273558,587.950214914775,951.161056172327,2733.48781247967,6520.63142858735
ground,nsga-ii,Effort-,1,9.09674853815814,21.0064661591003,38.2892511116336,80.5849075571214,261.871284173813
ground,Random1024,Effort-,1,9.53425231430794,19.362624382296,41.6425347215826,66.3338484518248,184.003812910128
ground,nsga-iii,Effort-,1,11.6037002802733,31.7686414206627,45.2862576177597,73.6228529284695,179.390648930387
ground,moead,Effort-,1,12.2493732790289,20.4209029142858,46.7331693328846,83.6942346913891,185.660325040429
ground,tpe,Effort-,2,13.9904746168092,30.591383624031,62.6091446321157,122.682884407317,278.925526902918
ground,Random300,Effort-,3,18.7941463186059,50.7175683822051,69.5436793516874,137.141848263712,347.025564439833
ground,random,Effort-,4,12.9898407865048,73.4483879306167,107.251017895528,153.932178019423,418.990414788199
ground,sway,Effort-,5,53.6344072936197,123.116802582407,222.303572169907,469.196349867882,924.979400636358
ground,Random1024,Months-,1,6.55582368367424,9.19348389125634,10.6375262496438,13.1543783982627,14.9409134276898
ground,nsga-ii,Months-,2,7.25908007507872,9.43704390647771,11.7664769479289,15.4312109628218,19.345274451113
ground,moead,Months-,2,6.60363959954148,9.35551067619758,12.1711149638274,14.9201439406056,19.860135396011
ground,nsga-iii,Months-,3,7.87889833672567,10.6728285580019,12.7311874577124,14.0443069122308,15.6883912083853
ground,Random300,Months-,4,10.1893875652914,12.3453277959781,13.4120149944613,15.766365061444,21.3368504213609
ground,tpe,Months-,5,6.83011452711645,11.0763973084258,14.5152927023317,16.6675042300083,21.2500822847026
ground,random,Months-,6,6.81430098231336,13.8048380295719,15.7567124460056,20.1671013688476,26.017293002411
