ds,pp,pt,m,rank,q0,q1,q2,q3,q4
heart,none,de,d2h1,1,0.069719427113112,0.167073525732984,0.211232035698633,0.280548789929826,0.360232900146378
heart,fairsmote,random,d2h2,1,0.079836833269017,0.209087717123312,0.246041760129305,0.315381724506611,0.525619002698647
heart,fairsmote,default,d2h2,1,0.092112990486211,0.186410520406436,0.246473914741476,0.302618544543429,0.493778173697363
heart,fairsmote,de,d2h2,1,0.069502037396809,0.202716885834577,0.254895008021118,0.321235775315076,0.447213595499958
heart,none,de,d2h2,2,0.059980063560248,0.210640927546612,0.280861554361052,0.326307508276051,0.42985174884882
heart,none,default,d2h2,2,0.103907447789947,0.225478708159346,0.293552706044472,0.346152880322016,0.552265043376278
heart,none,random,d2h2,2,0.117192083282806,0.224677496957759,0.298195810550829,0.352911297390082,0.552108969201062
heart,fairsmote,random,d2h3,1,0.122814794468155,0.20180070753546,0.232270887765868,0.263095301359687,0.422984646837719
heart,fairsmote,de,d2h3,1,0.151294391369479,0.202735548890101,0.232492494979253,0.281858145823877,0.685858027996976
heart,fairsmote,default,d2h3,1,0.15139984203377,0.198122478166543,0.234002130699244,0.257012183313427,0.403488553371567
heart,none,de,d2h3,2,0.132871444036054,0.226955804696077,0.250978397972718,0.293128696564835,0.389532499420882
heart,none,default,d2h3,2,0.137041064930052,0.218786441704052,0.252694103599532,0.301565134365664,0.429028803268199
heart,none,random,d2h3,2,0.127950344668169,0.232196561416083,0.264051399793213,0.293525606248938,0.428917190270773
heart,fairsmote,random,di-age,1,0.051851851851852,0.367816091954023,0.448529411764706,0.585714285714286,0.857707509881423
heart,fairsmote,default,di-age,1,0.0,0.346743295019157,0.478260869565217,0.532,0.843478260869565
heart,fairsmote,de,di-age,1,0.002849002849003,0.35978835978836,0.478260869565217,0.6,1.0
heart,none,de,di-age,2,0.111111111111111,0.413043478260869,0.513184584178499,0.612068965517241,0.825
heart,none,default,di-age,2,0.195266272189349,0.428571428571429,0.544117647058823,0.625,0.843478260869565
heart,none,random,di-age,2,0.198275862068966,0.428571428571429,0.567474048442907,0.655172413793103,0.826086956521739
heart,none,default,eod-age,1,0.006535947712418,0.041379310344828,0.1,0.181818181818182,0.625
heart,fairsmote,de,eod-age,1,0.0,0.05921052631579,0.113636363636364,0.166666666666667,0.363636363636364
heart,none,de,eod-age,1,0.0,0.04093567251462,0.116959064327485,0.166666666666667,0.5
heart,none,random,eod-age,1,0.006535947712418,0.035294117647059,0.119047619047619,0.18716577540107,0.625
heart,fairsmote,default,eod-age,1,0.0,0.066666666666667,0.131578947368421,0.191176470588235,0.428571428571429
heart,fairsmote,random,eod-age,1,0.0,0.086666666666667,0.135714285714286,0.169590643274854,0.476190476190476
heart,none,random,f1,1,0.65,0.727272727272727,0.792452830188679,0.838709677419355,0.925925925925926
heart,none,de,f1,1,0.611111111111111,0.711864406779661,0.792452830188679,0.830188679245283,0.933333333333333
heart,fairsmote,default,f1,1,0.631578947368421,0.740740740740741,0.8,0.836363636363636,0.920634920634921
heart,fairsmote,random,f1,1,0.619047619047619,0.75,0.807017543859649,0.846153846153846,0.962962962962963
heart,fairsmote,de,f1,1,0.0,0.736842105263158,0.807017543859649,0.842105263157895,0.941176470588235
heart,none,default,f1,1,0.628571428571429,0.761904761904762,0.807692307692308,0.836363636363636,0.923076923076923
heart,none,random,fr-age,1,0.0,0.0,0.0,0.016949152542373,0.067796610169492
heart,none,de,fr-age,1,0.0,0.0,0.0,0.016949152542373,0.084745762711864
heart,fairsmote,de,fr-age,1,0.0,0.0,0.0,0.016949152542373,0.067796610169492
heart,fairsmote,random,fr-age,1,0.0,0.0,0.016666666666667,0.016949152542373,0.101694915254237
heart,fairsmote,default,fr-age,2,0.0,0.016949152542373,0.033898305084746,0.05,0.101694915254237
heart,none,default,fr-age,3,0.0,0.033333333333333,0.05,0.066666666666667,0.11864406779661
heart,fairsmote,default,precision,2,0.652173913043478,0.772727272727273,0.8125,0.846153846153846,0.96
heart,none,default,precision,2,0.714285714285714,0.782608695652174,0.818181818181818,0.875,0.952380952380952
heart,fairsmote,random,precision,2,0.7,0.764705882352941,0.827586206896552,0.869565217391304,0.958333333333333
heart,fairsmote,de,precision,2,0.0,0.766666666666667,0.833333333333333,0.862068965517241,0.961538461538462
heart,none,de,precision,1,0.666666666666667,0.777777777777778,0.838709677419355,0.925925925925926,1.0
heart,none,random,precision,1,0.652173913043478,0.8,0.846153846153846,0.904761904761905,0.961538461538462
heart,none,de,recall,2,0.444444444444444,0.666666666666667,0.735294117647059,0.794117647058823,0.961538461538462
heart,none,random,recall,2,0.533333333333333,0.65625,0.75,0.794117647058823,0.923076923076923
heart,none,default,recall,1,0.55,0.714285714285714,0.785714285714286,0.827586206896552,0.96
heart,fairsmote,default,recall,1,0.592592592592593,0.740740740740741,0.785714285714286,0.833333333333333,0.961538461538462
heart,fairsmote,random,recall,1,0.52,0.75,0.785714285714286,0.827586206896552,1.0
heart,fairsmote,de,recall,1,0.0,0.7,0.794117647058823,0.846153846153846,0.96
heart,fairsmote,random,spd-age,1,0.024305555555556,0.2,0.254830917874396,0.34006734006734,0.524154589371981
heart,fairsmote,default,spd-age,1,0.0,0.199300699300699,0.26,0.333333333333333,0.489655172413793
heart,fairsmote,de,spd-age,1,0.0,0.196470588235294,0.263218390804598,0.333333333333333,0.524137931034483
heart,none,de,spd-age,1,0.041666666666667,0.203559510567297,0.270588235294118,0.366666666666667,0.485714285714286
heart,none,random,spd-age,2,0.076751946607342,0.223776223776224,0.30184331797235,0.385882352941176,0.591954022988506
heart,none,default,spd-age,3,0.074660633484163,0.237762237762238,0.318823529411765,0.366666666666667,0.591954022988506
